Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,0,306.79167,306,1900,0.164,18.78,25.57,1.414,0.069,0.069,0,-12.998,-6999,-2.006,-6999,-82.277,21.1,5,22.7,15,0,17.864,86.29,365.396,1.78,0,7,-98.2,-0.946,0.11,-6999,0.5,-9999,-9999,-9999,6.848,-6999,-6999,365.396,3.1,-6999,-6999,-6999,-6999
2007,0,306.81250,306,1930,0.102,18.055,24.64,1.729,0.062,0.062,0,-11.308,-6999,-0.26,-6999,-71.933,19.9,5,22.5,15,0,18.385,86.323,365.547,1.69,0,7,-95.2,-0.935,-0.389,-6999,0.845,-9999,-9999,-9999,6.745,-6999,-6999,365.547,3.1,-6999,-6999,-6999,-6999
2007,0,306.83333,306,2000,0.131,17.57,75.05,0.456,0.096,0.096,0,-3.595,-6999,-0.113,-6999,-68.584,18.8,5,22.3,15,0,18.836,86.343,365.771,1.63,0,7,-91.6,-0.946,-0.499,-6999,0.987,-9999,-9999,-9999,6.698,-6999,-6999,365.771,3.1,-6999,-6999,-6999,-6999
2007,0,306.85417,306,2030,0.092,16.935,118.8,0.55,-0.227,-0.227,0,0.794,-6999,0.071,-6999,-67.884,17.75,5,22,15,0,19.587,86.368,366.204,1.552,0,7,-89.3,-0.923,-0.666,-6999,1.162,-9999,-9999,-9999,6.696,-6999,-6999,366.204,3.1,-6999,-6999,-6999,-6999
2007,0,306.87500,306,2100,0.174,16.27,75.48,0.671,-0.045,-0.045,0,-5,-6999,1.353,-6999,-64.971,16.8,5,21.7,15,0,20.033,86.4,365.662,1.479,0,7,-88,-0.907,-0.998,-6999,1.378,-9999,-9999,-9999,6.56,-6999,-6999,365.662,3.1,-6999,-6999,-6999,-6999
2007,0,306.89583,306,2130,0.049,16.68,213.8,0.71,-0.047,-0.047,0,-6.687,-6999,1.262,-6999,-61.523,16,5,21.4,15,0,18.637,86.426,366.616,1.545,0,7,-86.6,-0.796,-1.288,-6999,1.494,-9999,-9999,-9999,6.377,-6999,-6999,366.616,3.1,-6999,-6999,-6999,-6999
2007,0,306.91667,306,2200,0.142,17.17,17.71,1.204,-0.229,-0.229,0,5.584,-6999,-0.712,-6999,-59.102,15.3,5,21.1,15,0,17.561,86.444,367.021,1.614,0,7,-84.1,-0.742,-1.437,-6999,1.568,-9999,-9999,-9999,6.23,-6999,-6999,367.021,3.1,-6999,-6999,-6999,-6999
2007,0,306.93750,306,2230,0.186,14.055,57.55,1.399,-0.109,-0.109,0,-65.404,-6999,-1.149,-6999,-52.846,14.75,5,20.8,15,0,21.77,86.46,367.98,1.255,0,7,-85.3,-0.773,-1.459,-6999,1.508,-9999,-9999,-9999,6.245,-6999,-6999,367.98,3.1,-6999,-6999,-6999,-6999
2007,0,306.95833,306,2300,0.195,12.66,96.6,1.146,-0.518,-0.518,0,-78.309,-6999,-0.005,-6999,-57.611,14.2,5,20.4,15,0,23.351,86.465,368.122,1.123,0,7,-82.7,-0.725,-1.519,-6999,1.514,-9999,-9999,-9999,6.147,-6999,-6999,368.122,3.1,-6999,-6999,-6999,-6999
2007,0,306.97917,306,2330,0.236,10.795,91.3,1.486,0.007,0.007,0,-7.767,-6999,1.244,-6999,-61.493,13.6,5,20.1,15,0,26.505,86.49,368.414,0.952,0,7,-81.9,-0.627,-1.695,-6999,1.568,-9999,-9999,-9999,6.166,-6999,-6999,368.414,3.1,-6999,-6999,-6999,-6999
2007,0,307.00000,307,000,0.182,11.36,76.72,1.496,-0.215,-0.215,0,-14.43,-6999,-0.528,-6999,-59.605,13.1,5,19.8,15,0,25.254,86.498,367.733,1.005,0,7,-80.2,-0.623,-1.755,-6999,1.541,-9999,-9999,-9999,6.103,-6999,-6999,367.733,3.1,-6999,-6999,-6999,-6999
2007,0,307.02083,307,030,0.214,11.65,70.41,1.386,-0.272,-0.272,0,-13.076,-6999,-0.549,-6999,-52.059,12.75,5,19.45,15,0,24.796,86.511,367.102,1.031,0,7,-78.79,-0.497,-1.719,-6999,1.608,-9999,-9999,-9999,6.076,-6999,-6999,367.102,3.1,-6999,-6999,-6999,-6999
2007,-1,307.04167,307,100,0.142,13.55,40.11,1.686,-9999,-9999,0,-9999,-6999,-9999,-6999,-47.846,12.4,5,19.1,15,0,22.445,86.506,367.08,1.204,0,7,-76.82,-0.513,-1.711,-6999,1.622,-9999,-9999,-9999,6.169,-6999,-6999,367.08,3.1,-6999,-6999,-6999,-6999
2007,0,307.06250,307,130,0.134,11.975,75.41,1.325,-0.138,-0.138,0,-18.691,-6999,-3.108,-6999,-39.997,11.95,5,18.85,15,0,24.784,86.519,367.34,1.053,0,7,-77.24,-0.703,-1.75,-6999,1.615,-9999,-9999,-9999,6.163,-6999,-6999,367.34,3.1,-6999,-6999,-6999,-6999
2007,-1,307.08333,307,200,0.149,13.16,53.53,1.187,-9999,-9999,0,-9999,-6999,-9999,-6999,-48.182,11.6,5,18.5,15,0,23.406,86.515,368.396,1.159,0,7,-73.04,-0.781,-1.848,-6999,1.622,-9999,-9999,-9999,6.269,-6999,-6999,368.396,3.1,-6999,-6999,-6999,-6999
2007,0,307.10417,307,230,0.209,10.59,93.3,1.259,-0.063,-0.063,0,-138.309,-6999,-5.935,-6999,-43.894,11.15,5,18.25,15,0,27.222,86.51,367.507,0.93,0,7,-74.79,-0.734,-1.749,-6999,1.622,-9999,-9999,-9999,6.22,-6999,-6999,367.507,3.1,-6999,-6999,-6999,-6999
2007,0,307.12500,307,300,0.229,8.53,97.2,2.105,-0.284,-0.284,0,-17.714,-6999,-1.468,-6999,-52.507,10.8,5,18,15,0,31.11,86.522,368.155,0.766,0,7,-74.68,-0.544,-1.755,-6999,1.622,-9999,-9999,-9999,6.214,-6999,-6999,368.155,3.1,-6999,-6999,-6999,-6999
2007,0,307.14583,307,330,0.269,9.58,76.2,1.893,-0.154,-0.154,0,-22.029,-6999,-0.681,-6999,-48.999,10.55,5,17.7,15,0,29.468,86.528,368.288,0.842,0,7,-71.92,-0.355,-1.662,-6999,1.622,-9999,-9999,-9999,6.263,-6999,-6999,368.288,3.1,-6999,-6999,-6999,-6999
2007,0,307.16667,307,400,0.17,9.84,91.4,1.844,-0.152,-0.152,0,-11.488,-6999,-0.34,-6999,-41.173,10.4,5,17.5,15,0,29.132,86.529,367.938,0.861,0,7,-71.38,-0.347,-1.651,-6999,1.622,-9999,-9999,-9999,6.298,-6999,-6999,367.938,3.1,-6999,-6999,-6999,-6999
2007,0,307.18750,307,430,0.186,9.81,95.7,1.818,-0.113,-0.113,0,-5.251,-6999,0.145,-6999,-40.688,10.15,5,17.2,15,0,29.364,86.547,368.013,0.857,0,7,-70.56,-0.386,-1.651,-6999,1.615,-9999,-9999,-9999,6.323,-6999,-6999,368.013,3.1,-6999,-6999,-6999,-6999
2007,0,307.20833,307,500,0.208,9.32,84.5,2.365,-0.2,-0.2,0,-22.304,-6999,-0.843,-6999,-39.048,10,5,16.9,15,0,30.406,86.565,368.196,0.817,0,7,-70.05,-0.402,-1.53,-6999,1.622,-9999,-9999,-9999,6.342,-6999,-6999,368.196,3.1,-6999,-6999,-6999,-6999
2007,0,307.22917,307,530,0.215,9.98,80,1.775,-0.222,-0.222,0,-33.887,-6999,-1.151,-6999,-37.452,9.85,5,16.7,15,0,29.39,86.576,368.37,0.866,0,7,-68.35,-0.327,-1.448,-6999,1.623,-9999,-9999,-9999,6.382,-6999,-6999,368.37,3.1,-6999,-6999,-6999,-6999
2007,0,307.25000,307,600,0.259,9.02,97.9,1.796,-0.436,-0.436,0,-66.811,-6999,-2.342,-6999,-37.653,9.6,5,16.4,15,0,31.393,86.596,368.274,0.789,0,6,-69.44,-0.418,-1.421,-6999,1.623,-9999,-9999,-9999,6.387,-6999,-6999,368.274,3.1,-6999,-6999,-6999,-6999
2007,0,307.27083,307,630,0.133,9.405,92.8,1.891,-0.343,-0.343,0,-17.193,-6999,0.467,-6999,-40.223,9.35,5,16.25,15,0,30.572,86.625,369.982,0.819,0,6.5,-68.87,2.224,-0.329,-6999,1.785,-9999,-9999,-9999,6.407,-6999,-6999,369.982,3.1,-6999,-6999,-6999,-6999
2007,0,307.29167,307,700,0.134,9.21,85.7,1.618,-0.42,-0.42,0,-12.815,-6999,-1.144,-6999,-38.384,9.2,5,16,15,0,30.34,86.642,369.496,0.811,0,6,-61.18,33.275,17.29,-6999,8.707,-9999,-9999,-9999,6.318,-6999,-6999,369.496,3.1,-6999,-6999,-6999,-6999
2007,0,307.31250,307,730,0.168,11.85,77.98,1.244,-0.172,-0.172,0,-2.587,-6999,0.885,-6999,-24.371,9.3,5,15.85,15,0,26.027,86.67,369.112,1.027,0,7,-30.73,159.547,113.1,-6999,33.843,-9999,-9999,-9999,6.332,-6999,-6999,369.112,3.1,-6999,-6999,-6999,-6999
2007,0,307.33333,307,800,0.177,15.06,105.9,1.495,-0.663,-0.663,0,35.035,-6999,6.26,-6999,6.323,10.1,5,15.7,15,0,21.839,86.686,368.869,1.338,0,6,26.41,356.825,220.4,-6999,69.664,-9999,-9999,-9999,6.488,-6999,-6999,368.869,3.1,-6999,-6999,-6999,-6999
2007,0,307.35417,307,830,0.187,17.76,117.7,1.679,-0.495,-0.495,0,58.484,-6999,9.152,-6999,45.365,11.9,5,15.55,15,0,18.321,86.7,369.388,1.66,0,6,89.9,567.487,327.25,-6999,109.064,-9999,-9999,-9999,6.551,-6999,-6999,369.388,3.1,-6999,-6999,-6999,-6999
2007,0,307.37500,307,900,0.201,19.82,126.8,1.539,-0.386,-0.386,0,86.882,-6999,13.49,-6999,76.649,13.6,5,15.4,15,0,15.831,86.704,370.344,1.946,0,6,154.2,772.58,430.2,-6999,149.096,-9999,-9999,-9999,6.536,-6999,-6999,370.344,3.1,-6999,-6999,-6999,-6999
2007,0,307.39583,307,930,0.265,21.735,134.1,2.498,0.094,0.094,0,133.743,-6999,16.814,-6999,99.095,15.85,5,15.3,15,0,14.455,86.705,370.638,2.225,0,6.5,216.4,954.945,522.55,-6999,185.967,-9999,-9999,-9999,6.646,-6999,-6999,370.638,3.1,-6999,-6999,-6999,-6999
2007,0,307.41667,307,1000,0.434,22.73,122.7,4.367,0.069,0.069,0,162.856,-6999,14.713,-6999,114.517,18.8,5,15.4,15,0,14.369,86.69,367.491,2.366,0,6,275.8,1117.546,604.6,-6999,220.953,-9999,-9999,-9999,7.057,-6999,-6999,367.491,3.1,-6999,-6999,-6999,-6999
2007,0,307.43750,307,1030,0.527,23.19,128.7,4.941,0.623,0.623,0,213.65,-6999,18.715,-6999,118.709,21.5,5,15.6,15,0,13.936,86.693,368.271,2.446,0,6,326.2,1249.603,671.45,-6999,246.722,-9999,-9999,-9999,7.006,-6999,-6999,368.271,3.1,-6999,-6999,-6999,-6999
2007,0,307.45833,307,1100,0.465,23.86,121.6,4.623,0.135,0.135,0,223.833,-6999,18.016,-6999,123.82,23.9,5,15.9,15,0,13.394,86.691,368.769,2.562,0,7,364.7,1353.812,724,-6999,265.763,-9999,-9999,-9999,6.988,-6999,-6999,368.769,3.1,-6999,-6999,-6999,-6999
2007,0,307.47917,307,1130,0.371,24.555,119.3,3.925,0.603,0.603,0,196.637,-6999,17.739,-6999,137.337,26.15,5,16.25,15,0,12.783,86.682,368.131,2.69,0,6,390.2,1421.188,757.5,-6999,278.21,-9999,-9999,-9999,6.912,-6999,-6999,368.131,3.1,-6999,-6999,-6999,-6999
2007,0,307.50000,307,1200,0.333,24.98,129.4,3.585,0.575,0.575,0,245.891,-6999,20.359,-6999,136.423,28.1,5,16.7,15,0,12.171,86.649,367.284,2.779,1,6,403.9,1463.41,778,-6999,286.485,-9999,-9999,-9999,6.715,-6999,-6999,367.284,3.1,-6999,-6999,-6999,-6999
2007,0,307.52083,307,1230,0.405,25.4,117.5,3.973,0.282,0.282,0,226.161,-6999,14.799,-6999,119.833,29.75,5,17.25,15,0,12.004,86.606,366.955,2.855,1,7,409.1,1461.164,773.5,-6999,286.351,-9999,-9999,-9999,6.715,-6999,-6999,366.955,3.1,-6999,-6999,-6999,-6999
2007,0,307.54167,307,1300,0.459,25.6,113.6,3.802,0.503,0.503,0,256.935,-6999,13.497,-6999,120.482,31,5,17.8,15,0,12.042,86.565,366.757,2.887,1,7,403.3,1441.85,760,-6999,282.045,-9999,-9999,-9999,6.823,-6999,-6999,366.757,3.1,-6999,-6999,-6999,-6999
2007,0,307.56250,307,1330,0.474,25.9,109.9,3.681,0.294,0.294,0,211.944,-6999,10.583,-6999,102.218,31.95,5,18.45,15,0,11.922,86.536,366.684,2.943,1,7,378.8,1366.838,718,-6999,265.964,-9999,-9999,-9999,6.89,-6999,-6999,366.684,3.1,-6999,-6999,-6999,-6999
2007,0,307.58333,307,1400,0.394,26.01,121.3,3.345,0.019,0.019,0,231.074,-6999,1.997,-6999,83.586,32.6,5,19,15,0,11.732,86.509,366.874,2.969,1,7,358.3,1296.318,678,-6999,251.633,-9999,-9999,-9999,6.82,-6999,-6999,366.874,3.1,-6999,-6999,-6999,-6999
2007,0,307.60417,307,1430,0.321,26,130.801,2.958,0.237,0.237,0,174.416,-6999,12.405,-6999,72.936,32.85,5,19.7,15,0,11.846,86.49,366.904,2.963,1,7,297.7,1132.369,586.65,-6999,219.54,-9999,-9999,-9999,6.887,-6999,-6999,366.904,3.1,-6999,-6999,-6999,-6999
2007,0,307.62500,307,1500,0.277,25.94,130.4,2.825,0.275,0.275,0,137.794,-6999,8.454,-6999,46.106,32.5,5,20.2,15,0,12.061,86.486,366.971,2.946,1,7,242,960.335,492.3,-6999,185.832,-9999,-9999,-9999,6.936,-6999,-6999,366.971,3.1,-6999,-6999,-6999,-6999
2007,0,307.64583,307,1530,0.328,25.99,103.8,2.147,0.146,0.146,0,133.921,-6999,9.834,-6999,22.533,32.201,5,20.75,15,0,11.981,86.467,366.863,2.957,1,7,194.4,822.439,423.1,-6999,159.861,-9999,-9999,-9999,6.978,-6999,-6999,366.863,3.1,-6999,-6999,-6999,-6999
2007,0,307.66667,307,1600,0.413,25.86,85.8,1.888,-0.1,-0.1,0,92.563,-6999,7.169,-6999,3.554,31.2,5,21.2,15,0,12.133,86.457,366.796,2.929,1,7,126.2,630.641,321.7,-6999,121.915,-9999,-9999,-9999,6.994,-6999,-6999,366.796,3.1,-6999,-6999,-6999,-6999
2007,0,307.68750,307,1630,0.274,25.52,123.9,4.057,-0.2,-0.2,0,53.938,-6999,6.548,-6999,-19.465,29.35,5,21.65,15,0,12.537,86.456,366.918,2.858,0.5,7,53,406.099,207.75,-6999,77.717,-9999,-9999,-9999,7.115,-6999,-6999,366.918,3.1,-6999,-6999,-6999,-6999
2007,0,307.70833,307,1700,0.364,24.61,127.6,4.032,-0.236,-0.236,0,17.016,-6999,2.38,-6999,-35.682,27.2,5,22,15,0,13.306,86.463,366.706,2.683,0,7,-27.18,179.94,90.7,-6999,33.587,-9999,-9999,-9999,7.217,-6999,-6999,366.706,3.1,-6999,-6999,-6999,-6999
2007,0,307.72917,307,1730,0.289,23.15,109.9,3.031,-0.534,-0.534,0,13.537,-6999,1.852,-6999,-58.802,25.3,5,22.15,15,0,14.351,86.478,366.333,2.428,0,7,-88.4,43.265,21.508,-6999,9.474,-9999,-9999,-9999,7.265,-6999,-6999,366.333,3.1,-6999,-6999,-6999,-6999
2007,0,307.75000,307,1800,0.257,20.89,86.3,2.494,-0.056,-0.056,0,-19.671,-6999,-1.049,-6999,-73.424,23.5,5,22.3,15,0,16.564,86.501,366.148,2.061,0,7,-104.9,-0.323,0.57,-6999,0.217,-9999,-9999,-9999,7.218,-6999,-6999,366.148,3.1,-6999,-6999,-6999,-6999
2007,0,307.77083,307,1830,0.387,19.94,79.45,2.901,-0.081,-0.081,0,-32.901,-6999,-2.053,-6999,-75.332,22.1,5,22.3,15,0,18.282,86.53,366.604,1.903,0,7,-101.1,-0.946,0.236,-6999,0.317,-9999,-9999,-9999,7.346,-6999,-6999,366.604,3.1,-6999,-6999,-6999,-6999
2007,0,307.79167,307,1900,0.303,19.19,87.5,3.148,-0.04,-0.04,0,-29.698,-6999,-2.262,-6999,-67.808,20.9,5,22.2,15,0,19.932,86.55,367.226,1.78,0,7,-97.4,-0.946,-0.159,-6999,0.703,-9999,-9999,-9999,7.536,-6999,-6999,367.226,3.1,-6999,-6999,-6999,-6999
2007,0,307.81250,307,1930,0.267,17.575,97.9,2.498,0.05,0.05,0,-38.781,-6999,-0.372,-6999,-62.217,19.85,5,22.05,15,0,22.44,86.574,367.125,1.558,0,7,-95.1,-0.942,-0.617,-6999,1,-9999,-9999,-9999,7.64,-6999,-6999,367.125,3.1,-6999,-6999,-6999,-6999
2007,0,307.83333,307,2000,0.079,15.96,112.5,2.23,0.073,0.073,0,-15.449,-6999,-1.294,-6999,-66.823,18.8,5,21.9,15,0,25.039,86.605,367.187,1.359,0,7,-90.3,-0.884,-0.987,-6999,1.351,-9999,-9999,-9999,7.662,-6999,-6999,367.187,3.1,-6999,-6999,-6999,-6999
2007,0,307.85417,307,2030,0.162,16.22,115.2,3.045,-0.156,-0.156,0,-30.123,-6999,-3.205,-6999,-63.576,17.95,5,21.65,15,0,25.121,86.625,367.342,1.381,0,7,-87.4,-0.718,-1.096,-6999,1.575,-9999,-9999,-9999,7.757,-6999,-6999,367.342,3.1,-6999,-6999,-6999,-6999
2007,0,307.87500,307,2100,0.305,15.46,94.2,2.87,-0.838,-0.838,0,21.114,-6999,0.501,-6999,-54.612,17.3,5,21.4,15,0,26.332,86.652,367.43,1.294,0,7,-87.9,-0.504,-1.086,-6999,1.622,-9999,-9999,-9999,7.776,-6999,-6999,367.43,3.1,-6999,-6999,-6999,-6999
2007,0,307.89583,307,2130,0.237,15.015,89.3,3.158,-0.12,-0.12,0,-39.356,-6999,-3.79,-6999,-52.55,16.65,5,21.1,15,0,27.219,86.675,367.836,1.242,0,7,-84.3,-0.461,-1.208,-6999,1.615,-9999,-9999,-9999,7.785,-6999,-6999,367.836,3.1,-6999,-6999,-6999,-6999
2007,0,307.91667,307,2200,0.266,14.83,91.3,3.243,-0.131,-0.131,0,-36.305,-6999,-2.138,-6999,-48.669,16.2,5,20.9,15,0,27.652,86.682,367.636,1.22,0,7,-81.1,-0.402,-1.458,-6999,1.608,-9999,-9999,-9999,7.824,-6999,-6999,367.636,3.1,-6999,-6999,-6999,-6999
2007,0,307.93750,307,2230,0.243,14.43,90.7,3.266,-0.125,-0.125,0,-27.341,-6999,-1.817,-6999,-45.019,15.65,5,20.6,15,0,28.503,86.697,367.913,1.175,0,7,-80.9,-0.347,-1.447,-6999,1.622,-9999,-9999,-9999,7.846,-6999,-6999,367.913,3.1,-6999,-6999,-6999,-6999
2007,0,307.95833,307,2300,0.272,14.42,86.3,2.904,-0.127,-0.127,0,-33.745,-6999,-2.629,-6999,-44.16,15.3,5,20.3,15,0,28.789,86.68,367.967,1.17,0,7,-79.19,-0.308,-1.459,-6999,1.622,-9999,-9999,-9999,7.895,-6999,-6999,367.967,3.1,-6999,-6999,-6999,-6999
2007,0,307.97917,307,2330,0.116,14.045,12.54,0.726,-0.175,-0.175,0,14.767,-6999,1.335,-6999,-45.245,14.65,5,20,15,0,29.509,86.691,367.875,1.13,0,7,-80.7,-0.292,-1.494,-6999,1.622,-9999,-9999,-9999,7.922,-6999,-6999,367.875,3.1,-6999,-6999,-6999,-6999
2007,0,308.00000,308,000,0.074,14.65,343.2,1.314,-0.143,-0.143,0,-14.042,-6999,-1.612,-6999,-51.859,13.9,5,19.8,15,0,28.641,86.713,367.154,1.19,0,7,-76.35,-0.3,-1.508,-6999,1.608,-9999,-9999,-9999,7.974,-6999,-6999,367.154,3.1,-6999,-6999,-6999,-6999
2007,0,308.02083,308,030,0.129,14.685,34.48,1.432,-0.052,-0.052,0,-51.088,-6999,-4.291,-6999,-46.716,13.35,5,19.5,15,0,28.612,86.707,367.385,1.193,0,7,-76.69,-0.398,-1.579,-6999,1.622,-9999,-9999,-9999,8,-6999,-6999,367.385,3.1,-6999,-6999,-6999,-6999
2007,-1,308.04167,308,100,0.13,13.71,42.14,1.703,-9999,-9999,0,-9999,-6999,-9999,-6999,-42.254,13,5,19.2,15,0,30.471,86.7,367.64,1.091,0,7,-76.17,-0.316,-1.585,-6999,1.622,-9999,-9999,-9999,7.981,-6999,-6999,367.64,3.1,-6999,-6999,-6999,-6999
2007,0,308.06250,308,130,0.229,12.465,72.7,1.114,-0.002,-0.002,0,-87.913,-6999,-7.365,-6999,-42.035,12.55,5,19,15,0,32.721,86.691,367.595,0.973,0,7,-76.29,-0.339,-1.607,-6999,1.615,-9999,-9999,-9999,7.945,-6999,-6999,367.595,3.1,-6999,-6999,-6999,-6999
2007,0,308.08333,308,200,0.183,11.97,68.85,1.139,0.01,0.01,0,-15.858,-6999,-1.5,-6999,-48.783,12.2,5,18.7,15,0,33.904,86.701,368.38,0.925,0,7,-72.59,-0.466,-1.645,-6999,1.541,-9999,-9999,-9999,7.958,-6999,-6999,368.38,3.1,-6999,-6999,-6999,-6999
2007,0,308.10417,308,230,0.193,11.32,65.38,1.148,-0.009,-0.009,0,-11.067,-6999,-0.948,-6999,-47.655,11.85,5,18.4,15,0,35.392,86.692,368.304,0.867,0,7,-72.65,-0.347,-1.623,-6999,1.602,-9999,-9999,-9999,7.947,-6999,-6999,368.304,3.1,-6999,-6999,-6999,-6999
2007,0,308.12500,308,300,0.158,11.46,90.5,1.294,-0.079,-0.079,0,-15.638,-6999,-1.133,-6999,-46.205,11.5,5,18.2,15,0,34.896,86.7,368.214,0.881,0,7,-70.91,-0.45,-1.667,-6999,1.582,-9999,-9999,-9999,7.953,-6999,-6999,368.214,3.1,-6999,-6999,-6999,-6999
2007,0,308.14583,308,330,0.106,10,100.2,1.646,0.06,0.06,0,-7.684,-6999,-0.458,-6999,-47.677,11.2,5,17.9,15,0,38.572,86.699,368.326,0.755,0,7,-70.26,-0.394,-1.65,-6999,1.608,-9999,-9999,-9999,7.869,-6999,-6999,368.326,3.1,-6999,-6999,-6999,-6999
2007,0,308.16667,308,400,0.125,9.43,94.3,1.423,-0.12,-0.12,0,-13.67,-6999,-0.592,-6999,-47.693,10.9,5,17.7,15,0,40.084,86.7,368.345,0.708,0,7,-68.77,-0.433,-1.695,-6999,1.608,-9999,-9999,-9999,7.842,-6999,-6999,368.345,3.1,-6999,-6999,-6999,-6999
2007,0,308.18750,308,430,0.171,9.405,92.9,1.779,0.016,0.016,0,-25.175,-6999,-4.344,-6999,-46.368,10.6,5,17.4,15,0,40.771,86.703,367.84,0.699,0,7,-66.16,-0.379,-1.654,-6999,1.602,-9999,-9999,-9999,7.905,-6999,-6999,367.84,3.1,-6999,-6999,-6999,-6999
2007,0,308.20833,308,500,0.149,9.22,95.5,1.339,-0.325,-0.325,0,-11.798,-6999,-1.162,-6999,-43.172,10.2,5,17.2,15,0,41.548,86.722,368.037,0.681,0,7,-67.37,-0.339,-1.607,-6999,1.623,-9999,-9999,-9999,7.943,-6999,-6999,368.037,3.1,-6999,-6999,-6999,-6999
2007,0,308.22917,308,530,0.132,9.865,88.4,1.257,-0.225,-0.225,0,4.028,-6999,0.425,-6999,-43.609,9.9,5,16.95,15,0,40.007,86.731,368.062,0.73,0,7,-65.019,-0.572,-1.733,-6999,1.555,-9999,-9999,-9999,7.999,-6999,-6999,368.062,3.1,-6999,-6999,-6999,-6999
2007,0,308.25000,308,600,0.15,10.7,59.01,1.128,-0.095,-0.095,0,-14.192,-6999,-1.1,-6999,-40.48,9.6,5,16.7,15,0,38.217,86.736,367.937,0.795,0,6,-64.14,-0.592,-1.618,-6999,1.541,-9999,-9999,-9999,8.064,-6999,-6999,367.937,3.1,-6999,-6999,-6999,-6999
2007,0,308.27083,308,630,0.134,10.655,75.47,0.516,-0.25,-0.25,0,-18.362,-6999,-2.052,-6999,-37.04,9.3,5,16.5,15,0,37.833,86.752,367.679,0.798,0,6,-63.89,1.896,-0.483,-6999,1.717,-9999,-9999,-9999,8.053,-6999,-6999,367.679,3.1,-6999,-6999,-6999,-6999
2007,0,308.29167,308,700,0.075,9.71,115.1,0.97,-0.043,-0.043,0,-9.188,-6999,-1.017,-6999,-39.837,9.1,5,16.3,15,0,40.16,86.769,367.972,0.721,0,6,-55.64,32.772,16.69,-6999,8.166,-9999,-9999,-9999,7.971,-6999,-6999,367.972,3.1,-6999,-6999,-6999,-6999
2007,0,308.31250,308,730,0.069,9.735,120.2,1.169,-0.079,-0.079,0,-4.845,-6999,-0.509,-6999,-29.093,9.25,5,16.05,15,0,40.067,86.796,368.665,0.723,0,6,-29.83,139.289,89.5,-6999,29.268,-9999,-9999,-9999,7.91,-6999,-6999,368.665,3.1,-6999,-6999,-6999,-6999
2007,0,308.33333,308,800,0.136,13.4,106.1,1.229,-0.547,-0.547,0,13.652,-6999,2.221,-6999,-5.33,10,5,15.8,15,0,32.315,86.807,368.047,1.041,0,6,32.341,354.309,217.2,-6999,69.718,-9999,-9999,-9999,8.156,-6999,-6999,368.047,3.1,-6999,-6999,-6999,-6999
2007,0,308.35417,308,830,0.139,17.17,135.5,0.918,-0.379,-0.379,0,57.966,-6999,8.472,-6999,42.659,11.8,5,15.65,15,0,26.06,86.804,368.247,1.448,0,6,88.7,516.775,293,-6999,99.308,-9999,-9999,-9999,8.349,-6999,-6999,368.247,3.1,-6999,-6999,-6999,-6999
2007,0,308.37500,308,900,0.168,19.54,132.4,1.165,-0.52,-0.52,0,59.584,-6999,8.836,-6999,72.743,13.4,5,15.5,15,0,22.708,86.797,368.958,1.756,0,6,144.3,763.597,424.7,-6999,147.482,-9999,-9999,-9999,8.42,-6999,-6999,368.958,3.1,-6999,-6999,-6999,-6999
2007,0,308.39583,308,930,0.233,21.06,139.6,1.939,-0.329,-0.329,0,90.085,-6999,9.653,-6999,95.464,15.55,5,15.45,15,0,20.119,86.782,368.477,1.994,0,6,156,755.961,405.5,-6999,146.203,-9999,-9999,-9999,8.323,-6999,-6999,368.477,3.1,-6999,-6999,-6999,-6999
